CPT_Code,CPT_Label
1008630,Excision Procedures on the Spermatic Cord
1003213,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs"
1012788,Gastric Physiology Procedures
75803,"Lymphangiography, extremity only, bilateral, radiological supervision and interpretation"
33621,"Transthoracic insertion of catheter for stent placement with catheter removal and closure (eg, hybrid approach stage 1)"
45520,Perirectal injection of sclerosing solution for prolapse
1010844,Consultation: Clinical Management for Radiation Treatment
28238,"Reconstruction (advancement), posterior tibial tendon with excision of accessory tarsal navicular bone (eg, Kidner type procedure)"
51726,"Complex cystometrogram (ie, calibrated electronic equipment)"
41112,Excision of lesion of tongue with closure; anterior two-thirds
77013,"Computed tomography guidance for, and monitoring of, parenchymal tissue ablation"
57270,"Repair of enterocele, abdominal approach (separate procedure)"
1022241,Brachytherapy isodose plan
1004628,"Fasciotomy, palmar (eg, Dupuytren's contracture)"
11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less"
1005829,"Pharyngolaryngectomy, with radical neck dissection"
31652,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), one or two mediastinal and/or hilar lymph node stations or structures"
77763,Intracavitary radiation source application; complex
11983,"Removal with reinsertion, non-biodegradable drug delivery implant"
75902,"Mechanical removal of intraluminal (intracatheter) obstructive material from central venous device through device lumen, radiologic supervision and interpretation"
26551,"Transfer, toe-to-hand with microvascular anastomosis; great toe wrap-around with bone graft"
40530,"Resection of lip, more than one-fourth, without reconstruction"
1008787,Endoscopy/Laparascopy Procedures on the Vagina
23530,"Open treatment of sternoclavicular dislocation, acute or chronic"
51,Multiple Procedures
33720,"Repair sinus of Valsalva aneurysm, with cardiopulmonary bypass"
27656,"Repair, fascial defect of leg"
27232,"Closed treatment of femoral fracture, proximal end, neck; with manipulation, with or without skeletal traction"
26476,"Lengthening of tendon, extensor, hand or finger, each tendon"
85461,"Hemoglobin or RBCs, fetal, for fetomaternal hemorrhage; rosette"
59855,"Induced abortion, by 1 or more vaginal suppositories (eg, prostaglandin) with or without cervical dilation (eg, laminaria), including hospital admission and visits, delivery of fetus and secundines"
85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)"
52354,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with biopsy and/or fulguration of ureteral or renal pelvic lesion"
90834,"Psychotherapy, 45 minutes with patient"
79200,"Radiopharmaceutical therapy, by intracavitary administration"
3142F,Barium swallow test ordered (GERD)
00840,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; not otherwise specified
1010062,Conjunctivoplasty Procedures
51900,"Closure of vesicovaginal fistula, abdominal approach"
83698,Lipoprotein-associated phospholipase A2 (Lp-PLA2)
21268,"Orbital repositioning, periorbital osteotomies, unilateral, with bone grafts; combined intra- and extracranial approach"
1009373,Implantation or replacement of device for intrathecal or epidural drug infusion
84379,"Sugars (mono-, di-, and oligosaccharides); multiple quantitative, each specimen"
86641,Antibody; Cryptococcus
69641,"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); without ossicular chain reconstruction"
1007372,Laparoscopic Procedures on the Stomach
19110,"Nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct"
1011477,"Heavy metal (eg, arsenic, barium, beryllium, bismuth, antimony, mercury)"
1005006,"Arthrotomy, knee"
00218,Anesthesia for intracranial procedures; procedures in sitting position
00924,"Anesthesia for procedures on male genitalia (including open urethral procedures); undescended testis, unilateral or bilateral"
1014607,"Nasal/sinus endoscopy, surgical, with sphenoidotomy"
21147,"Reconstruction midface, LeFort I; 3 or more pieces, segment movement in any direction, requiring bone grafts (includes obtaining autografts) (eg, ungrafted bilateral alveolar cleft or multiple osteotomies)"
1002855,Anesthesia for partial rib resection
T070,Natural Phenomenon or Process
1009342,"Percutaneous lysis of epidural adhesions using solution injection (eg, hypertonic saline, enzyme) or mechanical means (eg, catheter) including radiologic localization (includes contrast when administered), multiple adhesiolysis sessions"
21552,"Excision, tumor, soft tissue of neck or anterior thorax, subcutaneous; 3 cm or greater"
1006719,Partial Replacement of Central Venous Access Device (Catheter Only)
92507,"Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual"
50325,"Backbench standard preparation of living donor renal allograft (open or laparoscopic) prior to transplantation, including dissection and removal of perinephric fat and preparation of ureter(s), renal vein(s), and renal artery(s), ligating branches, as necessary"
V5,Vascular catheter (alone or with any other vascular access)
T8,"Right foot, fourth digit"
35671,"Bypass graft, with other than vein; popliteal-tibial or -peroneal artery"
95958,"Wada activation test for hemispheric function, including electroencephalographic (EEG) monitoring"
2014F,Mental status assessed (CAP) (EM)
25905,"Amputation, forearm, through radius and ulna; open, circular (guillotine)"
32097,"Thoracotomy, with diagnostic biopsy(ies) of lung nodule(s) or mass(es) (eg, wedge, incisional), unilateral"
29834,"Arthroscopy, elbow, surgical; with removal of loose body or foreign body"
1012757,Miscellaneous Dialysis Services and Procedures
38207,Transplant preparation of hematopoietic progenitor cells; cryopreservation and storage
15922,"Excision, coccygeal pressure ulcer, with coccygectomy; with flap closure"
1451F,Symptoms demonstrated clinically important deterioration since last assessment (HF)
1007305,"Esophagoplasty for congenital defect (plastic repair or reconstruction), thoracic approach"
78130,Red cell survival study
4054F,Hemodialysis via catheter (ESRD)
95130,"Professional services for allergen immunotherapy in the office or institution of the prescribing physician or other qualified health care professional, including provision of allergenic extract; single stinging insect venom"
69100,Biopsy external ear
1007029,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth"
50830,"Urinary undiversion (eg, taking down of ureteroileal conduit, ureterosigmoidostomy or ureteroenterostomy with ureteroureterostomy or ureteroneocystostomy)"
24800,"Arthrodesis, elbow joint; local"
10004,"Fine needle aspiration biopsy, without imaging guidance; each additional lesion (List separately in addition to code for primary procedure)"
87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types"
00120,"Anesthesia for procedures on external, middle, and inner ear including biopsy; not otherwise specified"
45550,"Proctopexy (eg, for prolapse); with sigmoid resection, abdominal approach"
1020932,"HLA Class II typing, high resolution (ie, alleles or allele groups)"
63655,"Laminectomy for implantation of neurostimulator electrodes, plate/paddle, epidural"
01931,"Anesthesia for therapeutic interventional radiological procedures involving the venous/lymphatic system (not to include access to the central circulation); intrahepatic or portal circulation (eg, transvenous intrahepatic portosystemic shunt[s] [TIPS])"
30124,"Excision dermoid cyst, nose; simple, skin, subcutaneous"
28116,"Ostectomy, excision of tarsal coalition"
45116,"Proctectomy, partial, with anastomosis; transsacral approach only (Kraske type)"
87101,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail"
58554,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
84588,"Vasopressin (antidiuretic hormone, ADH)"
78802,"Radiopharmaceutical localization of tumor or distribution of radiopharmaceutical agent(s); whole body, single day imaging"
